id,utterance,label,scenario,dataset_version
seed-0374,What is a fun fact about space?,chat,entertainment_conversation,seed_v1
seed-0375,Keep your arms down.,motion_query,stop_stay_safety,seed_v1
seed-0376,How do I negotiate a deadline politely?,chat,work_study_assistance,seed_v1
seed-0377,Answer by moving your arm.,motion_query,ambiguous_but_action_required,seed_v1
seed-0378,Stay where you are and explain the process.,chat,no_motion_instruction,seed_v1
seed-0379,How do I introduce two coworkers?,chat,social_etiquette,seed_v1
seed-0380,Turn toward the visitor and wave.,motion_query,greeting_gestures,seed_v1
seed-0381,What is a polite way to interrupt someone?,chat,social_etiquette,seed_v1
seed-0382,Can you bring the remote control?,motion_query,delivery_fetch,seed_v1
seed-0383,Step onto the marker for the group picture.,motion_query,ceremony_presentation,seed_v1
seed-0384,How should I greet a guest at the door?,chat,social_etiquette,seed_v1
seed-0385,Give me a nonverbal response.,motion_query,ambiguous_but_action_required,seed_v1
seed-0386,How do I calm down before an exam?,chat,emotional_support,seed_v1
seed-0387,Show me a cheerful greeting pose.,motion_query,greeting_gestures,seed_v1
seed-0388,Take me to the lab entrance.,motion_query,navigation_guiding_by_motion,seed_v1
seed-0389,How many minutes are in 2.5 hours?,chat,math_calculation,seed_v1
seed-0390,What is a prime number?,chat,factual_general_knowledge,seed_v1
seed-0391,What is the difference between velocity and speed?,chat,explanation_learning,seed_v1
seed-0392,Move the tool to the workbench.,motion_query,workshop_lab_motion,seed_v1
seed-0393,Can you explain why posture matters?,chat,health_wellness_info,seed_v1
seed-0394,Point to the map.,motion_query,classroom_motion,seed_v1
seed-0395,How do I check whether food is spoiled?,chat,safety_advice,seed_v1
seed-0396,Turn the page on the projector.,motion_query,classroom_motion,seed_v1
seed-0397,Can you create a slogan for a science fair booth?,chat,creative_writing,seed_v1
seed-0398,It is nice to meet you.,chat,greeting_small_talk,seed_v1
seed-0399,Tell me which way the parking lot is.,chat,directions_navigation_verbal,seed_v1
seed-0400,Show me a shoulder stretch.,motion_query,exercise_stretch_demo,seed_v1
seed-0401,How do I say thank you in Japanese?,chat,translation_language,seed_v1
seed-0402,Hold the part steady.,motion_query,workshop_lab_motion,seed_v1
seed-0403,Can you play Simon Says and copy the command?,motion_query,games_play_motion,seed_v1
seed-0404,I feel nervous about my presentation; what should I do?,chat,emotional_support,seed_v1
seed-0405,Lift the lid carefully.,motion_query,workshop_lab_motion,seed_v1
seed-0406,Stand on the floor marker.,motion_query,calibration_robot_control,seed_v1
seed-0407,Walk ahead and show me the way.,motion_query,navigation_guiding_by_motion,seed_v1
seed-0408,Translate 'good evening' into Spanish.,chat,translation_language,seed_v1
seed-0409,"Good morning, what can you help me with?",chat,greeting_small_talk,seed_v1
seed-0410,Give the child a gentle high five.,motion_query,social_interaction_touch,seed_v1
seed-0411,What are safe steps during an earthquake?,chat,safety_advice,seed_v1
seed-0412,Can you perform a tiny victory dance?,motion_query,dance_performance,seed_v1
seed-0413,Can you say something encouraging?,chat,emotional_support,seed_v1
seed-0414,Please show a basic yoga pose.,motion_query,exercise_stretch_demo,seed_v1
seed-0415,Hold the bag while I tie my shoe.,motion_query,accessibility_assistance_motion,seed_v1
seed-0416,Is there a person near the table?,chat,sensor_status_verbal,seed_v1
seed-0417,What kind of robot are you?,chat,identity_capabilities,seed_v1
seed-0418,Why is the sky blue?,chat,explanation_learning,seed_v1
seed-0419,Make a pose for freeze dance.,motion_query,games_play_motion,seed_v1
seed-0420,Extend both arms straight ahead.,motion_query,calibration_robot_control,seed_v1
seed-0421,Please do not act it out.,chat,no_motion_instruction,seed_v1
seed-0422,Please clarify the second point.,chat,clarification_confirmation,seed_v1
seed-0423,What does 'bonjour' mean?,chat,translation_language,seed_v1
seed-0424,Can you do a short dance?,motion_query,dance_performance,seed_v1
seed-0425,Where is the exit from here?,chat,directions_navigation_verbal,seed_v1
seed-0426,Can you help me prioritize these tasks?,chat,planning_scheduling,seed_v1
seed-0427,Pose next to the display for the announcement.,motion_query,ceremony_presentation,seed_v1
seed-0428,Please note that I like direct feedback.,chat,personalization_memory,seed_v1
seed-0429,Show me the route by moving there first.,motion_query,navigation_guiding_by_motion,seed_v1
seed-0430,Tell me something interesting to start the day.,chat,greeting_small_talk,seed_v1
seed-0431,What is good etiquette during a video meeting?,chat,social_etiquette,seed_v1
seed-0432,Can you restate that without technical terms?,chat,clarification_confirmation,seed_v1
seed-0433,Take one step forward for testing.,motion_query,calibration_robot_control,seed_v1
seed-0434,Use your arm to indicate the red box.,motion_query,pointing_reference,seed_v1
seed-0435,"Hi, how are you today?",chat,greeting_small_talk,seed_v1
seed-0436,Can you make a checklist for cleaning the kitchen?,chat,planning_scheduling,seed_v1
seed-0437,Show the motion for brushing teeth.,motion_query,demonstration_instructional,seed_v1
seed-0438,Move to the beat of this song.,motion_query,dance_performance,seed_v1
seed-0439,Come closer to me.,motion_query,locomotion_basic,seed_v1
seed-0440,Give a closing bow.,motion_query,ceremony_presentation,seed_v1
seed-0441,Show me how to lift a box safely.,motion_query,demonstration_instructional,seed_v1
seed-0442,Tilt your head if you are not sure.,motion_query,yes_no_gestures,seed_v1
seed-0443,What are common ways to reduce eye strain?,chat,health_wellness_info,seed_v1
seed-0444,Carry the groceries to the kitchen.,motion_query,kitchen_food_motion,seed_v1
seed-0445,How can I clean up broken glass safely?,chat,safety_advice,seed_v1
seed-0446,Move the chair closer to the desk.,motion_query,object_manipulation,seed_v1
seed-0447,Can you signal no without speaking?,motion_query,yes_no_gestures,seed_v1
seed-0448,Can you describe breathing exercises without demonstrating?,chat,health_wellness_info,seed_v1
seed-0449,Slide the component into the slot.,motion_query,workshop_lab_motion,seed_v1
seed-0450,Can you help me apologize for being late?,chat,social_etiquette,seed_v1
seed-0451,Turn to face me.,motion_query,orientation_turning,seed_v1
seed-0452,Tell me a story about a clever engineer.,chat,entertainment_conversation,seed_v1
seed-0453,Raise the flag for the ceremony.,motion_query,ceremony_presentation,seed_v1
seed-0454,Can you point at the exit?,motion_query,pointing_reference,seed_v1
seed-0455,Move these shoes against the wall.,motion_query,cleaning_tidying,seed_v1
seed-0456,What does this warning light mean?,chat,troubleshooting_help,seed_v1
seed-0457,Indicate uncertainty with a shrug.,motion_query,yes_no_gestures,seed_v1
seed-0458,Can you help me word a reminder to call Alex?,chat,reminders_information_only,seed_v1
seed-0459,Carry this folder to the office.,motion_query,delivery_fetch,seed_v1
seed-0460,What should I do when I feel overwhelmed?,chat,emotional_support,seed_v1
seed-0461,Push the cart forward.,motion_query,object_manipulation,seed_v1
seed-0462,How much sleep do adults usually need?,chat,health_wellness_info,seed_v1
seed-0463,Can you wave hello?,motion_query,greeting_gestures,seed_v1
seed-0464,Bring me the water bottle.,motion_query,delivery_fetch,seed_v1
seed-0465,Look at me while I speak.,motion_query,attention_and_gaze,seed_v1
seed-0466,Please turn around.,motion_query,orientation_turning,seed_v1
seed-0467,Face the person who is speaking.,motion_query,orientation_turning,seed_v1
seed-0468,Do you remember talking with me before?,chat,greeting_small_talk,seed_v1
seed-0469,What would happen if the power went out?,chat,hypothetical_scenarios,seed_v1
seed-0470,Close the cabinet door.,motion_query,object_manipulation,seed_v1
seed-0471,Please outline a morning routine for me.,chat,planning_scheduling,seed_v1
seed-0472,What is a more formal way to say 'help me out'?,chat,translation_language,seed_v1
seed-0473,Rotate to your left.,motion_query,orientation_turning,seed_v1
seed-0474,How should I address you?,chat,greeting_small_talk,seed_v1
seed-0475,Demonstrate the correct hand position.,motion_query,demonstration_instructional,seed_v1
seed-0476,What is the safest way to lift a heavy box?,chat,safety_advice,seed_v1
seed-0477,What is your favorite way to greet people?,chat,greeting_small_talk,seed_v1
seed-0478,Can you describe the objects on the desk?,chat,sensor_status_verbal,seed_v1
seed-0479,Clear a path to the table.,motion_query,accessibility_assistance_motion,seed_v1
seed-0480,Do the motion for rock in rock-paper-scissors.,motion_query,games_play_motion,seed_v1
seed-0481,Place the spoon beside the bowl.,motion_query,kitchen_food_motion,seed_v1
seed-0482,What should you keep in mind when helping me?,chat,personalization_memory,seed_v1
seed-0483,Explain how a robot plans a safe path.,chat,action_capability_discussion,seed_v1
seed-0484,Give me a thumbs-up greeting.,motion_query,greeting_gestures,seed_v1
seed-0485,Pretend to be thinking deeply.,motion_query,expressive_emotion_gesture,seed_v1
seed-0486,Can you help me plan my afternoon?,chat,planning_scheduling,seed_v1
seed-0487,How far is the Moon from Earth?,chat,factual_general_knowledge,seed_v1
seed-0488,Copy my pose.,motion_query,imitation_mimicry,seed_v1
seed-0489,Collect the pencils from the desks.,motion_query,classroom_motion,seed_v1
seed-0490,Pause your movement.,motion_query,stop_stay_safety,seed_v1
seed-0491,Could you answer more briefly?,chat,clarification_confirmation,seed_v1
seed-0492,Move forward one meter.,motion_query,locomotion_basic,seed_v1
seed-0493,Can you tap my shoulder gently to get my attention?,motion_query,social_interaction_touch,seed_v1
seed-0494,Can you act out opening a door?,motion_query,demonstration_instructional,seed_v1
seed-0495,Can you give me walking directions to the library?,chat,directions_navigation_verbal,seed_v1
seed-0496,Convert 3 miles to kilometers.,chat,math_calculation,seed_v1
seed-0497,Guide me to the reception desk.,motion_query,navigation_guiding_by_motion,seed_v1
seed-0498,Act out a profession for me to guess.,motion_query,games_play_motion,seed_v1
seed-0499,Can you walk me through restarting the router?,chat,troubleshooting_help,seed_v1
seed-0500,Move the package to the entryway.,motion_query,delivery_fetch,seed_v1
